address;zip_code;price;sell_date;sell_type;price_per_sq_m;no_rooms;housing_type;size_in_sq_m;year_of_construction;price_change_in_pct;zip_code_num;long;lat
Vesterbro 35, 3. 303;9000 Aalborg;1484000;03-12-2015;Alm. Salg;163070;30;Lejlighed;910;19590;-10;9000;9912533;57045534
Vesterbro 35, 4. 403;9000 Aalborg;1425000;08-03-2015;Alm. Salg;158330;30;Lejlighed;900;19590;-10;9000;9912533;57045534
Vesterbro 39, 1. TV;9000 Aalborg;1250000;15-04-2015;Alm. Salg;145340;30;Lejlighed;860;19110;0;9000;9912847;57045873
Vesterbro 39, 3. TH;9000 Aalborg;1700000;27-01-2015;Alm. Salg;207310;30;Lejlighed;820;19110;-50;9000;9912847;57045873
Vesterbro 49, 4. TH;9000 Aalborg;980000;21-05-2015;Fam. Salg;95140;30;Lejlighed;1030;19340;0;9000;9913229;57046549
Vesterbro 50, 4. TV;9000 Aalborg;1575000;21-11-2015;Alm. Salg;175000;30;Lejlighed;900;19200;0;9000;9915882;5704805
Vesterbro 90, 1. 3;9000 Aalborg;1180000;30-09-2015;Alm. Salg;151280;20;Lejlighed;780;19410;-50;9000;9917093;57051397
Vesterbro 90, 3. TV;9000 Aalborg;1120000;02-07-2015;Alm. Salg;133330;20;Lejlighed;840;19410;-20;9000;9917093;57051397
Vesterbro 98, 2. TV;9000 Aalborg;1114000;23-09-2015;Alm. Salg;182620;20;Lejlighed;610;19500;-30;9000;9917246;57051755
Vesterbro 98, 3. TV;9000 Aalborg;1175000;20-08-2015;Alm. Salg;192620;20;Lejlighed;610;19500;-40;9000;9917246;57051755
Vestre Alle 1, 3. TH;9000 Aalborg;1545000;26-05-2015;Alm. Salg;159270;40;Lejlighed;970;19520;0;9000;9907888;57033003
Vestre Alle 3, 4. TV;9000 Aalborg;1515000;18-11-2015;Alm. Salg;164670;40;Lejlighed;920;19520;-40;9000;9907643;57033024
Vestre Alle 7, 3. TH;9000 Aalborg;1680000;16-03-2015;Alm. Salg;146080;50;Lejlighed;1150;19550;-40;9000;9907472;57033384
Vestre Alle 7, 4. TH;9000 Aalborg;1540000;10-09-2015;Alm. Salg;140000;50;Lejlighed;1100;19550;-30;9000;9907472;57033384
Vestre Fjordvej 32, 4. TV;9000 Aalborg;725000;16-04-2015;Alm. Salg;185890;20;Lejlighed;390;19390;-30;9000;9892309;57054425
Vestre Fjordvej 44, 3. TV;9000 Aalborg;855000;05-10-2015;Fam. Salg;137900;20;Lejlighed;620;19490;0;9000;9892556;57055209
Vestre Fjordvej 46, 2. TH;9000 Aalborg;875000;18-02-2015;Alm. Salg;148300;20;Lejlighed;590;19380;-30;9000;9892601;57055327
Vestre Fjordvej 46, 2. TV;9000 Aalborg;875000;26-03-2015;Alm. Salg;148300;20;Lejlighed;590;19380;-30;9000;9892601;57055327
Vestre Fjordvej 46, 3. TH;9000 Aalborg;1925000;22-12-2015;Alm. Salg;331890;20;Lejlighed;580;19380;0;9000;9892601;57055327
Vestre Fjordvej 46, 3. TV;9000 Aalborg;950000;08-07-2015;Alm. Salg;163790;20;Lejlighed;580;19380;-50;9000;9892601;57055327
Vestre Fjordvej 46, ST. TH;9000 Aalborg;910000;20-11-2015;Alm. Salg;154230;20;Lejlighed;590;19380;0;9000;9892601;57055327
Vestre Fjordvej 46, ST. TV;9000 Aalborg;929500;29-06-2015;Alm. Salg;157540;20;Lejlighed;590;19380;-50;9000;9892601;57055327
Vestre Havnepromenade 11A, 1. 3;9000 Aalborg;2275000;02-12-2015;Alm. Salg;255610;30;Lejlighed;890;20020;-10;9000;9912958;57054817
Vibevej 15;9000 Aalborg;863000;07-05-2015;Alm. Salg;48750;50;Villa;1770;19500;0;9000;9931072;57028138
Vingaardsgade 11, 3. TV;9000 Aalborg;1340000;28-10-2015;Alm. Salg;188730;20;Lejlighed;710;19380;0;9000;9918029;5704703
Vingaardsgade 27, 4. TV;9000 Aalborg;1750000;05-02-2015;Alm. Salg;147050;30;Lejlighed;1190;19270;-30;9000;9915715;57047735
Vingaardsgade 32, 2. TH;9000 Aalborg;1160000;23-04-2015;Alm. Salg;175750;20;Lejlighed;660;19310;-30;9000;9915987;57047822
Vingaardsgade 4, 3. TH;9000 Aalborg;1615000;08-10-2015;Alm. Salg;209740;20;Lejlighed;770;19380;0;9000;9919094;57046892
Vonsyldsgade 17;9000 Aalborg;2075000;14-09-2015;Alm. Salg;170080;50;Villa;1220;19300;-50;9000;9943835;57037003
Vonsyldsgade 37;9000 Aalborg;2260000;11-08-2015;Alm. Salg;219410;30;Villa;1030;19590;30;9000;9942251;57035896
Willemoesgade 5, ST. TV;9000 Aalborg;1150000;12-11-2015;Alm. Salg;191660;20;Lejlighed;600;19340;0;9000;9899607;57054955
